"","Key","Value","freq"
"50190","all hours of","the",7
"117654","all i'm going","to",4
"59572","all i ask","is",6
"1042","all i can","say",65
"52604","all i care","about",7
"6278","all i could","think",24
"13087","all i did","was",16
"6648","all i do","is",23
"99654","all i don","t",4
"68850","all i ever","wanted",6
"67663","all i got","was",6
"8056","all i had","to",21
"1598","all i have","to",52
"54886","all i hear","is",6
"1631","all i know","is",52
"6913","all i need","is",23
"38737","all i needed","to",8
"85683","all i really","wanted",5
"45282","all i see","is",7
"89062","all i think","about",5
"77685","all i wanna","do",5
"2425","all i want","to",42
"13599","all i wanted","to",15
"114754","all i was","a",4
"5306","all in all","it",27
"71874","all in good","fun",5
"141225","all in my","head",4
"48714","all in one","place",7
"17210","all in the","name",13
"9934","all in this","together",18
"28923","all ingredients in","a",10
"13084","all intents and","purposes",16
"54062","all is not","lost",6
"127821","all is right","with",4
"35939","all is said","and",8
"5980","all is well","with",25
"137996","all it is","a",4
"85648","all it s","a",5
"8997","all it takes","is",20
"42761","all it took","was",7
"8187","all it was","a",21
"107271","all just get","along",4
"18598","all kinds of","things",13
"38654","all know and","love",8
"67746","all know how","much",6
"134551","all know i","have",4
"35716","all know that","the",8
"100731","all know what","that",4
"16584","all levels of","government",14
"69082","all looking forward","to",6
"14435","all members of","the",15
"30233","all my friends","and",9
"78425","all my heart","that",5
"37073","all my life","and",8
"55908","all my love","for",6
"9096","all my new","followers",19
"78764","all need to","be",5
"127240","all night in","the",4
"346","all of a","sudden",119
"118530","all of her","friends",4
"64008","all of it","was",6
"13268","all of last","season",15
"17729","all of my","friends",13
"48376","all of our","lives",7
"22380","all of that","is",11
"1604","all of the","above",52
"3551","all of them","are",34
"6659","all of these","things",23
"3325","all of this","is",35
"14665","all of those","things",15
"8741","all of us","to",20
"9306","all of which","are",19
"33230","all of whom","were",9
"3214","all of you","who",36
"61279","all of your","friends",6
"106388","all on his","own",4
"84813","all on the","same",5
"94759","all on their","own",5
"68988","all or most","of",6
"61677","all or some","of",6
"132778","all our dreams","can",4
"50537","all our new","followers",7
"90662","all out of","the",5
"106316","all over again","and",4
"126926","all over his","face",4
"89987","all over it","and",5
"67523","all over my","floor",6
"239","all over the","world",142
"68090","all pages but","luckily",6
"9424","all part of","the",19
"17109","all parts of","the",13
"136843","all proceeds from","the",4
"42738","all proceeds go","to",7
"122361","all purpose flour","and",4
"47956","all ready to","go",7
"85664","all rights reserved","satya",5
"14171","all said and","done",15
"82125","all scorers with","points",5
"42326","all seem to","be",8
"33679","all shapes and","sizes",9
"118020","all she wanted","to",4
"18641","all sides of","the",13
"79508","all six of","his",5
"26677","all so much","for",10
"10226","all sorts of","things",18
"138369","all star break","and",4
"48230","all star game","in",7
"83719","all started when","i",5
"49760","all started with","a",7
"126276","all story weekly","parts",4
"102225","all that's left","is",4
"122535","all that and","more",4
"50188","all that being","said",7
"116384","all that different","from",4
"127055","all that god","has",4
"117040","all that goes","with",4
"52091","all that good","stuff",7
"61517","all that has","been",6
"64993","all that he","has",6
"35641","all that i","can",8
"101571","all that interested","in",4
"24259","all that is","left",11
"111811","all that kind","of",4
"59096","all that matters","is",6
"78054","all that much","in",5
"130482","all that remains","is",4
"141072","all that s","left",4
"54740","all that was","left",6
"109737","all that we","have",4
"69081","all that you","do",6
"139040","all the answers","and",4
"138391","all the attention","and",4
"135545","all the bad","things",4
"127166","all the bells","and",4
"58087","all the best","of",6
"66823","all the books","in",6
"131248","all the children","of",4
"105193","all the cool","kids",4
"43538","all the credit","for",7
"38338","all the days","of",8
"51321","all the details","and",7
"27422","all the difference","in",10
"104526","all the different","kinds",4
"59133","all the elements","of",6
"94202","all the excitement","of",5
"68077","all the fun","stuff",6
"45868","all the fuss","was",7
"35658","all the good","times",8
"12154","all the hard","work",16
"99924","all the help","we",4
"67337","all the information","you",6
"21607","all the ingredients","in",11
"109144","all the kids","in",4
"104353","all the leaves","are",4
"48982","all the little","things",7
"55990","all the love","and",6
"94499","all the lovely","comments",5
"96064","all the members","of",5
"120572","all the men","in",4
"31074","all the moms","out",9
"55599","all the money","in",6
"27050","all the more","reason",10
"119352","all the mothers","out",4
"65200","all the new","followers",6
"23353","all the other","stuff",11
"3686","all the people","who",33
"105849","all the places","i",4
"107065","all the problems","that",4
"9634","all the rest","of",19
"13254","all the right","things",15
"109433","all the rules","and",4
"128206","all the same","to",4
"51192","all the spam","bot",7
"48611","all the stuff","that",7
"71604","all the support","and",5
"44395","all the talk","about",7
"4721","all the things","i",29
"1421","all the time","and",56
"118176","all the times","i",4
"65289","all the trappings","of",6
"88271","all the very","best",5
"311","all the way","to",123
"121598","all the while","knowing",4
"37962","all the wonderful","things",8
"69826","all the world","to",5
"144315","all the world's","a",4
"96125","all the wrong","places",5
"16818","all there is","to",13
"91408","all these things","and",5
"59188","all these years","i",6
"132487","all they could","do",4
"30423","all they do","is",9
"59450","all they had","to",6
"36940","all they have","to",8
"62964","all they need","to",6
"106500","all they see","is",4
"94660","all they want","to",5
"32334","all things are","possible",9
"66333","all things being","equal",6
"137052","all things that","are",4
"100225","all things to","all",4
"61384","all things work","together",6
"40590","all this is","that",8
"60856","all this time","i",6
"34087","all those who","have",9
"15116","all those years","ago",14
"11223","all three of","the",17
"62734","all time high","of",6
"114317","all time in","the",4
"21953","all time leader","in",11
"57107","all time leading","scorer",6
"87023","all time scoring","list",5
"34887","all to do","with",9
"125963","all too aware","of",4
"68535","all too easy","to",6
"49735","all up to","you",7
"8408","all walks of","life",20
"36187","all want to","be",8
"84076","all was said","and",5
"99960","all we are","doing",4
"18359","all we can","do",13
"52201","all we do","is",7
"112810","all we had","to",4
"25311","all we have","to",10
"44467","all we need","is",7
"9203","all well and","good",19
"109070","all went out","to",4
"13029","all who came","out",16
"48462","all will be","well",7
"132406","all with the","same",4
"85382","all work together","to",5
"57519","all wrapped up","in",6
"3374","all you can","eat",35
"10826","all you do","is",18
"108986","all you get","is",4
"687","all you have","to",81
"1132","all you need","to",62
"124326","all you really","need",4
"24663","all you want","to",11
"98370","all your emails","and",4
"62682","all your heart","and",6
"69753","all your problems","but",5
"73659","alliance on mental","illness",5
"74392","allow it to","be",5
"50205","allow me to","explain",7
"114908","allow myself to","be",4
"144735","allow ourselves to","be",4
"70410","allow that to","happen",5
"111736","allow the city","to",4
"84527","allow the government","to",5
"72780","allow the reader","to",5
