"","Key","Value","freq"
"81181","default","on",21
"168924","defaulted","on",10
"228549","defaulting","on",7
"92878","defazio","said",18
"36033","defeat","the",47
"35271","defeated","the",48
"112532","defeating","the",15
"192606","defeats","the",8
"280549","defect","that",6
"236561","defects","in",7
"100327","defence","of",17
"17349","defend","the",95
"115307","defendant","in",14
"126794","defendants","in",13
"28109","defended","the",60
"109823","defender","of",15
"117503","defenders","of",14
"41686","defending","champion",41
"265633","defends","the",6
"13234","defense","and",121
"260428","defenseman","alex",6
"186244","defenses","and",9
"11038","defensive","end",144
"139845","defensively","and",12
"106797","defer","to",16
"168806","deference","to",10
"242914","deferred","compensation",6
"121452","defiance","of",14
"273574","defiant","and",6
"188656","deficiencies","in",9
"49093","deficit","in",34
"99889","deficits","and",17
"33566","define","the",50
"26525","defined","by",63
"126590","defines","the",13
"130442","defining","the",13
"7404","definitely","a",204
"6310","definition","of",234
"81933","definitions","of",20
"215328","deflect","the",7
"193600","deflected","off",8
"175261","defraud","the",9
"101783","defy","the",16
"279429","degenerative","disease",6
"241217","degradation","of",7
"7243","degree","in",208
"24892","degrees","and",67
"244435","dehydration","and",6
"197999","deion","sanders",8
"91160","deja","vu",18
"67762","dekalb","county",25
"41947","del","mar",40
"52827","delaware","river",32
"39332","delay","in",43
"64152","delayed","the",26
"133601","delaying","the",12
"66613","delays","and",25
"218016","delegate","to",7
"108245","delegates","to",15
"274660","delegation","of",6
"141578","delete","it",12
"117850","deleted","my",14
"157615","deli","in",10
"183714","deliberate","and",9
"279758","deliberated","for",6
"69482","delicate","and",24
"18629","delicious","and",89
"54639","delight","in",31
"25633","delighted","to",65
"102810","delightful","and",16
"282566","delighting","in",6
"149124","delights","in",11
"274387","delinquent","loans",6
"22118","deliver","the",75
"216187","deliverance","from",7
"21093","delivered","to",79
"58951","delivering","a",29
"45029","delivers","a",38
"33544","delivery","of",50
"253611","della","rovere",6
"181577","delmar","boulevard",9
"139959","delmon","young",12
"175926","delonte","west",9
"55127","delta","air",31
"127887","deluge","of",13
"190370","delusions","of",8
"50615","delve","into",33
"101050","delved","into",16
"86764","delving","into",19
"195960","demaio","said",8
"6736","demand","for",222
"62287","demanded","that",27
"49060","demanding","that",34
"27965","demands","of",60
"271836","demarcus","cousins",6
"265409","demaryius","thomas",6
"218203","demaurice","smith",7
"230809","demeanor","and",7
"140530","dementia","and",12
"147685","demi","lovato",11
"49455","demise","of",34
"112852","demo","of",15
"38754","democracy","and",44
"47608","democrat","and",36
"13787","democratic","party",117
"128409","democratically","elected",13
"19017","democrats","and",87
"212599","demographic","of",7
"108031","demolish","the",15
"212226","demolished","the",7
"83297","demolition","of",20
"260243","demon","and",6
"154424","demons","and",11
"38050","demonstrate","that",44
"58655","demonstrated","that",29
"62449","demonstrates","that",27
"119122","demonstrating","that",14
"68006","demonstration","of",25
"69797","demonstrations","and",24
"212837","demonstrators","who",7
"275731","demos","and",6
"207853","demoted","to",8
"194544","den","of",8
"43334","denial","of",39
"29461","denied","the",57
"96409","denies","the",17
"197287","denise","and",8
"53747","dennis","kucinich",31
"134289","denny","hamlin",12
"94872","denounced","the",18
"180956","denouncing","the",9
"105612","dense","and",16
"116922","densely","populated",14
"92038","density","of",18
"89632","dent","in",19
"86941","dental","care",19
"175504","dentist","in",9
"130455","dentistry","of",13
"39186","denver","post",43
"34977","deny","that",48
"76187","denying","that",22
"121026","denzel","washington",14
"101030","depart","from",16
"184858","departed","the",9
"1057","department","of",1050
"56073","departments","and",30
"33229","departure","from",51
"7363","depend","on",205
"175126","dependant","on",9
"35766","depended","on",47
"51003","dependence","on",33
"139129","dependency","on",12
"17406","dependent","on",94
"2396","depending","on",524
"4918","depends","on",290
"69928","depicted","in",24
"126052","depicting","the",13
"46390","depiction","of",36
"113862","depictions","of",15
"95013","depicts","the",18
"222219","deploy","the",7
"67582","deployed","to",25
"111631","deployment","of",15
"200966","deported","to",8
"114741","deposit","insurance",14
"181679","deposited","into",9
"147206","deposits","in",11
"166545","depot","and",10
"52594","depressed","and",32
"219526","depressing","to",7
"19698","depression","and",84
"57504","deprived","of",29
"135547","dept","of",12
"16755","depth","of",98
"22147","depths","of",75
"133641","deputies","found",12
"55697","deputy","director",30
"274597","der","sar",6
"110259","derail","the",15
"122192","derailed","by",13
"93041","derby","winner",18
"75545","derek","jeter",22
"104599","derive","from",16
"21548","derived","from",77
"106993","derives","from",15
"84472","deron","williams",20
"33198","derrick","rose",51
"251615","derring","do",6
"28219","des","moines",59
"186504","descend","on",9
"74242","descendant","of",23
"52895","descendants","of",32
"70125","descended","from",24
"83535","descent","into",20
"157908","deschutes","county",10
"12636","describe","the",127
"4418","described","as",318
"28570","describes","the",59
"29173","describing","the",58
"9394","description","of",166
"29632","descriptions","of",57
"183319","desecration","of",9
"83650","desert","and",20
"219516","deserted","island",7
"13273","deserve","to",121
"51476","deserved","to",33
"23914","deserves","a",70
"71457","deserving","of",24
"238490","deshaun","thomas",7
"8020","design","and",190
"40574","designated","hitter",42
"252191","designation","of",6
"2228","designed","to",558
"38887","designer","and",43
"51772","designers","and",33
"63830","designing","a",26
"38314","designs","and",44
"183012","desirable","to",9
"2862","desire","to",449
"159044","desired","to",10
"62968","desires","of",27
"280495","desiring","to",6
"34534","desk","and",49
"147029","desks","and",11
"201011","desktop","and",8
"114551","despair","and",14
"25307","desperate","to",66
"54422","desperately","to",31
"217048","desperation","of",7
"160713","despise","the",10
"1755","despite","the",683
"58125","dessert","and",29
"91283","desserts","are",18
"42822","destination","for",39
"105536","destinations","and",16
"27230","destined","to",62
"155004","destiny","of",10
"16266","destroy","the",100
"45488","destroyed","by",37
"47234","destroying","the",36
"87543","destroys","the",19
"16338","destruction","of",100
"187606","destructive","and",9
"198922","detached","from",8
"272860","detachment","and",6
"38231","detail","and",44
"75050","detailed","the",22
"65510","detailing","the",26
"4572","details","of",308
"174608","detained","by",9
"157084","detect","a",10
"160702","detected","in",10
"174781","detection","and",9
"146829","detective","in",11
"75344","detectives","are",22
"42083","detention","center",40
"181407","deter","the",9
"177328","detergent","and",9
"209876","deterioration","of",8
"32287","determination","to",52
"12113","determine","the",132
"5041","determined","to",284
"104613","determines","the",16
"76198","determining","the",22
"255660","deterred","by",6
"122768","deterrent","to",13
"218452","detour","to",7
"82196","detract","from",20
"264731","detracts","from",6
"94830","detriment","of",18
"64685","detrimental","to",26
"33248","detroit","and",51
"202432","deuce","and",8
"225099","deus","ex",7
"73957","deutsche","bank",23
"272938","dev","team",6
"278082","deval","patrick",6
"76506","devastated","by",22
"131184","devastating","to",12
"260466","devastation","of",6
"9817","develop","a",159
"10544","developed","a",149
"87629","developer","and",19
"65009","developers","and",26
"16574","developing","a",99
"6391","development","of",231
"63343","developmental","disabilities",27
"134973","developmentally","disabled",12
"46559","developments","in",36
"109688","develops","a",15
"103547","deviate","from",16
"194188","deviated","from",8
"51983","device","that",33
"48977","devices","and",35
"68252","devil","s",25
"90213","deviled","eggs",19
"138132","devils","have",12
"126576","devise","a",13
"105493","devised","a",16
"185948","devising","a",9
"43864","devoid","of",39
"201400","devolved","into",8
"214695","devon","still",7
"88092","devote","to",19
"9759","devoted","to",160
"217930","devotee","of",7
"277670","devotees","of",6
"41326","devotion","to",41
"254353","devout","christian",6
"149613","dew","drops",11
"178208","dewine","said",9
"226724","dewitt","said",7
"158387","dexter","is",10
"123760","dh","is",13
"195720","dharun","ravi",8
"235602","dhs","cedar",7
"280007","di","matteo",6
"49206","diabetes","and",34
"236535","diablo","iii",7
"8149","diagnosed","with",187
"65187","diagnosis","of",26
"183115","diagnostic","tests",9
"174529","diagram","of",9
"219478","diagrams","and",7
"95046","dial","up",18
"162683","dialed","in",10
"39882","dialogue","and",42
"120765","diameter","of",14
"101251","diamond","in",16
"171169","diamonds","and",9
"223156","diana","ross",7
"159688","diane","keaton",10
"106449","dianne","feinstein",16
"115151","diaper","bag",14
"50359","diapers","and",34
"137711","diaries","and",12
"134375","diarrhea","and",12
"72413","diary","of",23
"140269","diaz","bridges",12
"147494","dibs","on",11
"210216","dice","and",8
"99410","diced","tomatoes",17
"261474","dickerson","said",6
"223117","dicks","and",7
"119855","dictate","that",14
"96082","dictated","by",17
"128612","dictates","that",13
"211947","dictating","the",8
"216322","dictator","who",7
"266531","dictatorship","of",6
"142075","dictionary","of",11
"209","did","not",3352
"194","didn","t",3537
"1896","didn't","have",641
"60329","didnt","know",28
"20126","die","cut",82
"219366","dieckhaus","r",7
"3152","died","in",418
"42342","diego","state",40
"259748","diehl","said",6
"57978","dies","and",29
"130642","diesel","fuel",13
"23516","diet","and",71
"93623","dietary","fiber",18
"178737","diets","and",9
"142450","differ","from",11
"3348","difference","between",398
"20811","differences","between",80
"3966","different","from",348
"137804","differentiate","between",12
"47051","differently","than",36
"76326","differs","from",22
"1656","difficult","to",714
"78861","difficulties","in",21
"46357","difficulty","of",36
"254402","diffuser","and",6
"56024","dig","the",30
"160403","digest","the",10
"266138","digestion","and",6
"182190","digestive","system",9
"81284","digging","the",21
"136695","digi","stamps",12
"188395","digit","lead",9
"41364","digital","camera",41
"146386","digits","in",11
"157260","dignified","and",10
"272362","dignitaries","and",6
"38206","dignity","and",44
"130328","dijon","mustard",13
"179221","dilemma","of",9
"239337","diligence","and",7
"155142","diligently","to",10
"177919","dill","and",9
"246726","dillon","a",6
"252317","dilma","rousseff",6
"208279","dilute","the",8
"148749","diluted","share",11
"251326","dilutes","the",6
"54899","dim","sum",31
"189360","dime","a",8
"70677","dimension","to",24
"210231","dimensional","and",8
"82877","dimensions","of",20
"95995","diminish","the",17
"106209","dimly","lit",16
"193995","dimon","said",8
"39152","dimora","and",43
"279930","dimora's","home",6
"171227","din","of",9
"127539","dine","at",13
"167860","dined","with",10
"181490","diner","in",9
"119332","diners","can",14
"132117","ding","ding",12
"4699","dining","room",300
"7349","dinner","and",205
"115561","dinners","and",14
